,name,file,line,type,comment
10066,get_help,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,729,method,Compile help information into a RichTextLines object.
10067,set_help_intro,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,759,method,Set an introductory message to help output.
10068,_help_handler,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,769,method,"Command handler for ""help""."
10069,_resolve_prefix,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,797,method,Resolve command prefix from the prefix itself or its alias.
10070,_get_help_for_command_prefix,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,814,method,Compile the help information for a given command prefix.
10071,TabCompletionRegistry,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,846,class,Registry for tab completion responses.
10072,register_tab_comp_context,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,855,method,Register a tab-completion context.
10073,deregister_context,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,898,method,Deregister a list of context words.
10074,extend_comp_items,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,917,method,Add a list of completion items to a completion context.
10075,remove_comp_items,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,936,method,Remove a list of completion items from a completion context.
10076,get_completions,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,955,method,Get the tab completions given a context word and a prefix.
10077,_common_prefix,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,983,method,"Given a list of str, returns the longest common prefix."
10078,CommandHistory,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1004,class,Keeps command history and supports lookup.
10079,__init__,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1009,method,CommandHistory constructor.
10080,add_command,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1053,method,Add a command to the command history.
10081,most_recent_n,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1077,method,Look up the n most recent commands.
10082,lookup_prefix,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1090,method,Look up the n most recent commands that starts with prefix.
10083,MenuItem,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1110,class,A class for an item in a text-based menu.
10084,__init__,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1113,method,Menu constructor.
10085,Menu,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1151,class,A class for text-based menu.
10086,__init__,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1154,method,Menu constructor.
10087,append,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1164,method,Append an item to the Menu.
10088,caption_to_item,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1181,method,Get a MenuItem from the caption.
10089,format_as_single_line,../tensorflow/tensorflow/python/debug/cli/debugger_cli_common.py,1201,method,Format the menu as a single-line RichTextLines object.
10090,Interval,../tensorflow/tensorflow/python/debug/cli/command_parser.py,33,class,Represents an interval between a start and end value.
10091,parse_command,../tensorflow/tensorflow/python/debug/cli/command_parser.py,56,function,Parse command string into a list of arguments.
10092,extract_output_file_path,../tensorflow/tensorflow/python/debug/cli/command_parser.py,104,function,Extract output file path from command arguments.
10093,parse_tensor_name_with_slicing,../tensorflow/tensorflow/python/debug/cli/command_parser.py,151,function,"Parse tensor name, potentially suffixed by slicing string."
10094,validate_slicing_string,../tensorflow/tensorflow/python/debug/cli/command_parser.py,174,function,Validate a slicing string.
10095,parse_indices,../tensorflow/tensorflow/python/debug/cli/command_parser.py,219,function,Parse a string representing indices.
10096,parse_ranges,../tensorflow/tensorflow/python/debug/cli/command_parser.py,243,function,Parse a string representing numerical range(s).
10097,parse_memory_interval,../tensorflow/tensorflow/python/debug/cli/command_parser.py,284,function,Convert a human-readable memory interval to a tuple of start and end value.
10098,parse_time_interval,../tensorflow/tensorflow/python/debug/cli/command_parser.py,314,function,Convert a human-readable time interval to a tuple of start and end value.
10099,parse_readable_size_str,../tensorflow/tensorflow/python/debug/cli/command_parser.py,409,function,Convert a human-readable str representation to number of bytes.
10100,parse_readable_time_str,../tensorflow/tensorflow/python/debug/cli/command_parser.py,443,function,"Parses a time string in the format N, Nus, Nms, Ns."
10101,evaluate_tensor_slice,../tensorflow/tensorflow/python/debug/cli/command_parser.py,471,function,"Call eval on the slicing of a tensor, with validation."
10102,get_print_tensor_argparser,../tensorflow/tensorflow/python/debug/cli/command_parser.py,494,function,Get an ArgumentParser for a command that prints tensor values.
10103,ReadlineUI,../tensorflow/tensorflow/python/debug/cli/readline_ui.py,28,class,Readline-based Command-line UI.
10104,run_ui,../tensorflow/tensorflow/python/debug/cli/readline_ui.py,53,method,Run the CLI: See the doc of base_ui.BaseUI.run_ui for more details.
10105,_dispatch_command,../tensorflow/tensorflow/python/debug/cli/readline_ui.py,84,method,Dispatch user command.
10106,MockReadlineUI,../tensorflow/tensorflow/python/debug/cli/readline_ui_test.py,34,class,Test subclass of ReadlineUI that bypasses terminal manipulations.
10107,testRunUIExitImmediately,../tensorflow/tensorflow/python/debug/cli/readline_ui_test.py,103,method,Make sure that the UI can exit properly after launch.
10108,testRunUIEmptyCommand,../tensorflow/tensorflow/python/debug/cli/readline_ui_test.py,112,method,Issue an empty command then exit.
10109,testRunUIWithInitCmd,../tensorflow/tensorflow/python/debug/cli/readline_ui_test.py,119,method,Run UI with an initial command specified.
10110,testRunUIWithValidUsersCommands,../tensorflow/tensorflow/python/debug/cli/readline_ui_test.py,131,method,Run UI with an initial command specified.
10111,testRunUIWithInvalidUsersCommands,../tensorflow/tensorflow/python/debug/cli/readline_ui_test.py,143,method,Run UI with an initial command specified.
10112,testConfigSetAndShow,../tensorflow/tensorflow/python/debug/cli/readline_ui_test.py,186,method,Run UI with an initial command specified.
10113,parse_args,../tensorflow/tensorflow/python/debug/examples/v1/debug_mnist_v1.py,45,function,Parses commandline arguments.
10114,parse_args,../tensorflow/tensorflow/python/debug/examples/v2/debug_mnist_v2.py,45,function,Parses commandline arguments.
10115,testDTypeStringGivesFalse,../tensorflow/tensorflow/python/debug/lib/debug_data_test.py,99,method,isnan and isinf are not applicable to strings.
10116,BaseMonitor,../tensorflow/tensorflow/python/debug/lib/debug_events_monitors.py,49,class,Base class for debug event data monitors.
10117,on_execution,../tensorflow/tensorflow/python/debug/lib/debug_events_monitors.py,56,method,Monitor method for top-level execution events.
10118,on_graph_execution_trace,../tensorflow/tensorflow/python/debug/lib/debug_events_monitors.py,67,method,Monitor method for intra-graph execution events.
10119,InfNanAlert,../tensorflow/tensorflow/python/debug/lib/debug_events_monitors.py,84,class,Alert for Infinity and NaN values.
10120,InfNanMonitor,../tensorflow/tensorflow/python/debug/lib/debug_events_monitors.py,144,class,Monitor for Infinity and NaN in tensor values.
10121,_check_full_tensor_value,../tensorflow/tensorflow/python/debug/lib/debug_events_monitors.py,152,method,Check a full tensor value.
10122,_check_debug_tensor_value,../tensorflow/tensorflow/python/debug/lib/debug_events_monitors.py,195,method,Check for bad numerical values based on debug summary of tensor value.
10123,on_graph_execution_trace,../tensorflow/tensorflow/python/debug/lib/debug_events_monitors.py,286,method,Monitor method for GraphExecutionTrace data object.
10124,EventListenerBaseStreamHandler,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,50,class,Per-stream handler of EventListener gRPC streams.
10125,__init__,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,53,method,Constructor of EventListenerBaseStreamHandler.
10126,on_core_metadata_event,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,56,method,Callback for core metadata.
10127,on_graph_def,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,72,method,Callback for Event proto received through the gRPC stream.
10128,on_value_event,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,91,method,Callback for Event proto received through the gRPC stream.
10129,EventListenerBaseServicer,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,103,class,Base Python class for gRPC debug server.
10130,__init__,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,106,method,Constructor.
10131,SendEvents,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,127,method,Implementation of the SendEvents service method.
10132,_process_debug_op_state_changes,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,184,method,Dequeue and process all the queued debug-op state change protos.
10133,_process_tensor_event_in_chunks,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,229,method,Possibly reassemble event chunks.
10134,_process_encoded_graph_def_in_chunks,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,284,method,Process an Event proto containing a chunk of encoded GraphDef.
10135,run_server,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,332,method,Start running the server.
10136,stop_server,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,365,method,Request server stopping.
10137,request_watch,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,394,method,Request enabling a debug tensor watchpoint or breakpoint.
10138,request_unwatch,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,423,method,Request disabling a debug tensor watchpoint or breakpoint.
10139,breakpoints,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,440,method,Get a set of the currently-activated breakpoints.
10140,gated_grpc_debug_watches,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,450,method,Get the list of debug watches with attribute gated_grpc=True.
10141,SendTracebacks,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,465,method,Base implementation of the handling of SendTracebacks calls.
10142,SendSourceFiles,../tensorflow/tensorflow/python/debug/lib/grpc_debug_server.py,482,method,Base implementation of the handling of SendSourceFiles calls.
10143,GradientsDebugger,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,68,class,Gradients Debugger.
10144,__init__,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,77,method,Constructor of GradientsDebugger.
10145,identify_gradient,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,114,method,Create a debug identity tensor that registers and forwards gradients.
10146,watch_gradients_by_tensors,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,171,method,Watch gradient tensors by x-tensor(s).
10147,watch_gradients_by_tensor_names,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,224,method,Watch gradient tensors by name(s) of the x-tensor(s).
10148,register_gradient_tensor,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,294,method,Register the gradient tensor for an x-tensor.
10149,gradient_tensor,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,308,method,Get the gradient tensor of an x-tensor.
10150,gradient_tensors,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,331,method,Get the gradient tensors that this object is aware of.
10151,clear_gradient_debuggers,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,351,function,Clear all globally registered gradient debuggers.
10152,gradient_values_from_dump,../tensorflow/tensorflow/python/debug/lib/debug_gradients.py,372,function,Find gradient values from a `DebugDumpDir` object.
10153,guess_is_tensorflow_py_library,../tensorflow/tensorflow/python/debug/lib/source_utils.py,61,function,Guess whether a Python source file is a part of the tensorflow library.
10154,load_source,../tensorflow/tensorflow/python/debug/lib/source_utils.py,86,function,Load the content of a Python source code file.
10155,annotate_source,../tensorflow/tensorflow/python/debug/lib/source_utils.py,156,function,Annotate a Python source file with a list of ops created at each line.
10156,list_source_files_against_dump,../tensorflow/tensorflow/python/debug/lib/source_utils.py,223,function,Generate a list of source files with information regarding ops and tensors.
10157,annotate_source_against_profile,../tensorflow/tensorflow/python/debug/lib/source_utils.py,324,function,Annotate a Python source file with profiling information at each line.
10158,_verifyStackFrames,../tensorflow/tensorflow/python/debug/lib/dumping_callback_test.py,66,method,Verify the correctness of the stack frames.
10159,testPureEagerOpExecution,../tensorflow/tensorflow/python/debug/lib/dumping_callback_test.py,117,method,Test dumping data from eager op execution: float32.
10160,testCapturingExecutedGraphIdsOfTwoCompilationsOfSameFunction,../tensorflow/tensorflow/python/debug/lib/dumping_callback_test.py,815,method,Test correct executed IDs of two FuncGraphs from the same Py function.
10161,testCapturingExecutedGraphIdsOfDuplicateFunctionNames,../tensorflow/tensorflow/python/debug/lib/dumping_callback_test.py,851,method,Two FuncGraphs compiled from Python functions with identical names.
10162,testCallingEnableRepeatedlyWithDifferentTensorDebugMode,../tensorflow/tensorflow/python/debug/lib/dumping_callback_test.py,1193,method,Assert calling enable_dump_debug_info() with two tensor-debug modes.
10163,testMultiThreadedExecutionWithSameSetting,../tensorflow/tensorflow/python/debug/lib/dumping_callback_test.py,1246,method,Dumping from multiple threads using the same setting.
10164,InconvertibleTensorProto,../tensorflow/tensorflow/python/debug/lib/debug_data.py,59,class,Represents a TensorProto that cannot be converted to np.ndarray.
10165,__init__,../tensorflow/tensorflow/python/debug/lib/debug_data.py,62,method,Constructor.
10166,load_tensor_from_event_file,../tensorflow/tensorflow/python/debug/lib/debug_data.py,83,function,Load a tensor from an event file.
10167,load_tensor_from_event,../tensorflow/tensorflow/python/debug/lib/debug_data.py,105,function,Load a tensor from an Event proto.
10168,has_inf_or_nan,../tensorflow/tensorflow/python/debug/lib/debug_data.py,202,function,A predicate for whether a tensor consists of any bad numerical values.
10169,device_name_to_device_path,../tensorflow/tensorflow/python/debug/lib/debug_data.py,250,function,Convert device name to device path.
10170,device_path_to_device_name,../tensorflow/tensorflow/python/debug/lib/debug_data.py,257,function,Parse device name from device path.
10171,DebugTensorDatum,../tensorflow/tensorflow/python/debug/lib/debug_data.py,273,class,A single tensor dumped by TensorFlow Debugger (tfdbg).
10172,__init__,../tensorflow/tensorflow/python/debug/lib/debug_data.py,285,method,`DebugTensorDatum` constructor.
10173,get_tensor,../tensorflow/tensorflow/python/debug/lib/debug_data.py,343,method,Get tensor from the dump (`Event`) file.
10174,timestamp,../tensorflow/tensorflow/python/debug/lib/debug_data.py,353,method,Timestamp of when this tensor value was dumped.
10175,extended_timestamp,../tensorflow/tensorflow/python/debug/lib/debug_data.py,363,method,"Extended timestamp, possibly with an index suffix."
10176,debug_op,../tensorflow/tensorflow/python/debug/lib/debug_data.py,377,method,Name of the debug op.
10177,device_name,../tensorflow/tensorflow/python/debug/lib/debug_data.py,387,method,Name of the device that the tensor belongs to.
10178,node_name,../tensorflow/tensorflow/python/debug/lib/debug_data.py,397,method,Name of the node from which the tensor value was dumped.
10179,output_slot,../tensorflow/tensorflow/python/debug/lib/debug_data.py,407,method,Output slot index from which the tensor value was dumped.
10180,tensor_name,../tensorflow/tensorflow/python/debug/lib/debug_data.py,417,method,Name of the tensor watched by the debug op.
10181,watch_key,../tensorflow/tensorflow/python/debug/lib/debug_data.py,427,method,Watch key identities a debug watch on a tensor.
10182,file_path,../tensorflow/tensorflow/python/debug/lib/debug_data.py,438,method,Path to the file which stores the value of the dumped tensor.
10183,dump_size_bytes,../tensorflow/tensorflow/python/debug/lib/debug_data.py,444,method,Size of the dump file.
10184,DebugDumpDir,../tensorflow/tensorflow/python/debug/lib/debug_data.py,462,class,Data set from a debug-dump directory on filesystem.
10185,__init__,../tensorflow/tensorflow/python/debug/lib/debug_data.py,469,method,`DebugDumpDir` constructor.
10186,_load_all_device_dumps,../tensorflow/tensorflow/python/debug/lib/debug_data.py,500,method,Load the dump data for all devices.
10187,_load_device_dumps,../tensorflow/tensorflow/python/debug/lib/debug_data.py,524,method,Load `DebugTensorDatum` instances from the dump root of a given device.
10188,_calculate_t0,../tensorflow/tensorflow/python/debug/lib/debug_data.py,578,method,Calculate the first timestamp across all devices.
10189,_dump_file_name_to_datum,../tensorflow/tensorflow/python/debug/lib/debug_data.py,609,method,Obtain a DebugTensorDatum from the directory and file name.
10190,_create_tensor_watch_maps,../tensorflow/tensorflow/python/debug/lib/debug_data.py,625,method,Create maps from tensor watch keys to datum and to timestamps.
10191,set_python_graph,../tensorflow/tensorflow/python/debug/lib/debug_data.py,658,method,Provide Python `Graph` object to the wrapper.
10192,python_graph,../tensorflow/tensorflow/python/debug/lib/debug_data.py,675,method,Get the Python graph.
10193,core_metadata,../tensorflow/tensorflow/python/debug/lib/debug_data.py,686,method,Metadata about the `Session.run()` call from the core runtime.
10194,dumped_tensor_data,../tensorflow/tensorflow/python/debug/lib/debug_data.py,720,method,Retrieve dumped tensor data.
10195,t0,../tensorflow/tensorflow/python/debug/lib/debug_data.py,732,method,Absolute timestamp of the first dumped tensor across all devices.
10196,size,../tensorflow/tensorflow/python/debug/lib/debug_data.py,741,method,Total number of dumped tensors in the dump root directory.
10197,_load_partition_graphs,../tensorflow/tensorflow/python/debug/lib/debug_data.py,751,method,Load and process partition graphs.
10198,_validate_dump_with_graphs,../tensorflow/tensorflow/python/debug/lib/debug_data.py,819,method,Validate the dumped tensor data against the partition graphs.
10199,_satisfied_at_timestamp,../tensorflow/tensorflow/python/debug/lib/debug_data.py,889,method,Determine whether pending inputs are satisfied at given timestamp.
10200,loaded_partition_graphs,../tensorflow/tensorflow/python/debug/lib/debug_data.py,920,method,Test whether partition graphs have been loaded.
10201,partition_graphs,../tensorflow/tensorflow/python/debug/lib/debug_data.py,924,method,Get the partition graphs.
10202,reconstructed_non_debug_partition_graphs,../tensorflow/tensorflow/python/debug/lib/debug_data.py,938,method,Reconstruct partition graphs with the debugger-inserted ops stripped.
10203,run_fetches_info,../tensorflow/tensorflow/python/debug/lib/debug_data.py,958,method,Get a str representation of the fetches used in the Session.run() call.
10204,run_feed_keys_info,../tensorflow/tensorflow/python/debug/lib/debug_data.py,973,method,Get a str representation of the feed_dict used in the Session.run() call.
10205,_infer_device_name,../tensorflow/tensorflow/python/debug/lib/debug_data.py,988,method,Infer the device name given node name.
10206,nodes,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1022,method,Get a list of all nodes from the partition graphs.
10207,node_attributes,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1048,method,Get the attributes of a node.
10208,node_inputs,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1068,method,Get the inputs of given node according to partition graphs.
10209,transitive_inputs,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1095,method,Get the transitive inputs of given node according to partition graphs.
10210,_get_merge_node_names,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1139,method,Lazily get a list of Merge nodes on a given device.
10211,find_some_path,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1153,method,Find a path between a source node and a destination node.
10212,node_recipients,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1231,method,Get recipient of the given node's output according to partition graphs.
10213,devices,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1260,method,Get the list of device names.
10214,node_exists,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1268,method,Test if a node exists in the partition graphs.
10215,node_device,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1297,method,Get the names of the devices that has nodes of the specified name.
10216,node_op_type,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1324,method,Get the op type of given node.
10217,debug_watch_keys,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1346,method,Get all tensor watch keys of given node according to partition graphs.
10218,watch_key_to_data,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1380,method,Get all `DebugTensorDatum` instances corresponding to a debug watch key.
10219,find,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1417,method,Find dumped tensor data by a certain predicate.
10220,get_tensor_file_paths,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1466,method,Get the file paths from a debug-dumped tensor.
10221,get_tensors,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1500,method,Get the tensor value from for a debug-dumped tensor.
10222,get_rel_timestamps,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1532,method,Get the relative timestamp from for a debug-dumped tensor.
10223,get_dump_sizes_bytes,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1569,method,Get the sizes of the dump files for a debug-dumped tensor.
10224,node_traceback,../tensorflow/tensorflow/python/debug/lib/debug_data.py,1603,method,Try to retrieve the Python traceback of node's construction.
10225,limit_string_length,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback.py,98,function,Limit the length of input string.
10226,get_check_numerics_error_message,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback.py,127,function,Create a meaningful and user-friendly error message about offending tensor.
10227,CheckNumericsCallback,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback.py,227,class,Wrapper for the numerics-checking callback for thread locality.
10228,callback,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback.py,239,method,Eager-function unified callback for checking numerics.
10229,_get_output_tensor,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback.py,303,method,Determine what tensor to output from callback.
10230,enable_check_numerics,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback.py,338,function,Enable tensor numerics checking in an eager/graph unified fashion.
10231,disable_check_numerics,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback.py,447,function,Disable the eager/graph unified numerics checking mechanism.
10232,DumpingCallbackTestBase,../tensorflow/tensorflow/python/debug/lib/dumping_callback_test_lib.py,33,class,Base test-case class for tfdbg v2 callbacks.
10233,_readAndCheckMetadataFile,../tensorflow/tensorflow/python/debug/lib/dumping_callback_test_lib.py,48,method,Read and check the .metadata debug-events file.
10234,parse_node_or_tensor_name,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,25,function,Get the node name from a string that can be node or tensor name.
10235,get_output_slot,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,54,function,Get the output slot number from the name of a graph element.
10236,is_copy_node,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,70,function,Determine whether a node name is that of a debug Copy node.
10237,is_debug_node,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,86,function,Determine whether a node name is that of a debug node.
10238,parse_debug_node_name,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,101,function,Parse the name of a debug node.
10239,DFSGraphTracer,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,146,class,Graph input tracer using depth-first search.
10240,__init__,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,149,method,Constructor of _DFSGraphTracer.
10241,trace,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,180,method,Trace inputs.
10242,DebugGraph,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,237,class,Represents a debugger-decorated graph.
10243,_process_debug_graph_node,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,268,method,Process a node from the debug GraphDef.
10244,_get_ref_args,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,311,method,Determine whether an input of an op is ref-type.
10245,_get_copy_nodes,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,331,method,Find all Copy nodes in the loaded graph.
10246,_prune_non_control_edges_of_debug_ops,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,339,method,Prune (non-control) edges related to debug ops.
10247,_prune_control_edges_of_debug_ops,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,356,method,Prune control edges related to the debug ops.
10248,_populate_recipient_maps,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,367,method,Populate the map from node name to recipient(s) of its output(s).
10249,_prune_nodes_from_input_and_recipient_maps,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,395,method,Prune nodes out of input and recipient maps.
10250,_reconstruct_non_debug_graph_def,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,407,method,Reconstruct non-debug GraphDef.
10251,debug_graph_def,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,437,method,The debugger-decorated GraphDef.
10252,non_debug_graph_def,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,442,method,The GraphDef without the Copy* and Debug* nodes added by the debugger.
10253,reconstruct_non_debug_graph_def,../tensorflow/tensorflow/python/debug/lib/debug_graphs.py,481,function,Reconstruct original (non-debugger-decorated) partition GraphDef.
10254,MultiSetReaderTest,../tensorflow/tensorflow/python/debug/lib/debug_events_writer_test.py,602,class,Test for DebugDataReader for multiple file sets under a dump root.
10255,enable_dump_debug_info,../tensorflow/tensorflow/python/debug/lib/dumping_callback.py,686,function,Enable dumping debugging information from a TensorFlow program.
10256,disable_dump_debug_info,../tensorflow/tensorflow/python/debug/lib/dumping_callback.py,877,function,Disable the currently-enabled debugging dumping.
10257,SessionDebugTestBase,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,87,class,Base class for unit tests of tfdbg running with tf.Session.
10258,_debug_run_and_get_dump,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,125,method,Run fetches with debugging and obtain DebugDumpDir.
10259,testOutputSlotWithoutOutgoingEdgeCanBeWatched,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,1012,method,Test watching output slots not attached to any outgoing edges.
10260,testWatchingVariableUpdateOpsSeesUpdatedValues,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,1036,method,"Watch output slots on Variable-updating ops, with no emitted edges."
10261,testAllowsWatchingUnconnectedOutputTensor,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,1079,method,Watch an output slot not emitting any edges.
10262,testSuccessiveDebuggingRunsIncreasesCounters,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,1132,method,Test repeated Session.run() calls with debugger increments counters.
10263,testDebuggingDuringOpError,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,1181,method,Test the debug tensor dumping when error occurs in graph runtime.
10264,DebugConcurrentRunCallsTest,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,1476,class,Test for debugging concurrent Session.run() calls.
10265,_get_concurrent_debug_urls,../tensorflow/tensorflow/python/debug/lib/session_debug_testlib.py,1479,method,Abstract method to generate debug URLs for concurrent debugged runs.
10266,EventListenerTestStreamHandler,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,75,class,Implementation of EventListenerBaseStreamHandler that dumps to file.
10267,on_graph_def,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,117,method,Implementation of the tensor value-carrying Event proto callback.
10268,on_value_event,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,135,method,Implementation of the tensor value-carrying Event proto callback.
10269,EventListenerTestServicer,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,217,class,An implementation of EventListenerBaseServicer for testing.
10270,__init__,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,220,method,Constructor of EventListenerTestServicer.
10271,query_op_traceback,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,292,method,Query the traceback of an op.
10272,query_origin_stack,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,315,method,Query the stack of the origin of the execution call.
10273,query_source_file_line,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,338,method,Query the content of a given line in a source file.
10274,start_server_on_separate_thread,../tensorflow/tensorflow/python/debug/lib/grpc_debug_test_server.py,368,function,Create a test gRPC debug server and run on a separate thread.
10275,testNoCatchEagerOpExecution,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback_test.py,79,method,Test running multiple steps of eager execution without Inf/NaN.
10276,CheckNumericsCallbackUnhealthyTest,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback_test.py,131,class,Test for cases in which enable_check_numerics() catches infs or nans.
10277,testCatchEagerOpFloat32Inf,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback_test.py,147,method,Test catching Infinity in eager op execution: float32.
10278,testEnableCheckNumericsIsIdempotent,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback_test.py,164,method,Two calls to enable_check_numerics() have same effect as one call.
10279,testCatchEagerOpFloat16NaN,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback_test.py,182,method,Test catching Infinity in eager op execution: float16.
10280,testCatchFunctionOpInfFloat64,../tensorflow/tensorflow/python/debug/lib/check_numerics_callback_test.py,199,method,Test catching infinites generated in a FuncGraph.
